,Altruism,Autonomy,Care for others,Competence,Courage,Duty,Empathy,Fairness,Gratitude,Honesty,Indignation,Justice,Love,Loyalty,Generosity,Nobility,Obey rule,Zeal,Respect,Dedication,Sanctity,Self-improvement,Self-control,Social contribution,Temperance,Warmth,Encouragement,Honor,Benefit others materially,Benefit others physically,Benefit others spiritually,Moral Flexibility,Deserved Reward,Gratification,Moral Imperative,Pro-environment,Self-discipline,Self-Identification,Uphold order,Moral Urgency
Love one's country,-0.188992585,-1.093203257,-0.462268784,-0.910775252,0.604124598,0.470344282,-1.394628727,0.368458143,0.925101349,-1.878707177,-0.082279164,-0.031434801,1.778176401,1.889530228,0.093901385,0.774660622,1.334929123,2.408930181,-0.092622997,0.210664335,0.702803924,-0.446687391,0.283748643,1.437815361,-0.061246599,-0.748252982,2.270498681,0.541511901,-0.626725895,-0.500694939,-1.124554769,-0.604281968,-0.807001763,-0.48457782,0.056546161,-0.117123136,-1.604601989,-0.826749866,0.773554221,-0.218611124
Obey rule and regulation,-1.326599291,1.073760774,-1.642110153,-1.667744082,0.184570865,1.521288232,-0.846698204,0.877874251,-1.880803645,1.725773182,-0.391014894,0.341621973,-1.121452231,0.466133402,-1.181991098,-0.136550576,2.024909378,-2.441632094,1.019633979,-1.979909122,1.299144399,0.535998589,1.437333388,0.434924115,0.600673166,-1.90211209,0.737985785,0.09505496,0.153237783,0.694565146,-1.35699163,-1.5495525,-0.374250437,-2.203856187,1.059786914,0.893244926,1.666030388,-1.350617756,2.496284868,-1.467863528
Offer condolences,-0.441597408,-0.747090946,1.275315778,-0.273949923,-1.231422984,-0.553880754,1.406859308,-0.531035334,0.265548185,-1.08633829,-1.238634809,-1.092466406,1.165219086,-0.298631894,-0.852650975,-0.643422666,0.72733457,-1.102377792,0.473697487,-0.919647552,0.251625275,-1.964586271,-0.41619909,-1.483946816,-1.012280744,1.31692484,-1.022698568,-0.511452582,-0.729777538,-0.933153515,2.044487559,-0.702688591,-0.916514649,-1.723537503,-0.792738944,-0.394531154,-0.997255668,-0.914719742,-0.902496073,-0.507444253
Offer seat to the elderly,1.112718755,1.145992908,1.136105787,-0.870700431,-0.634141628,0.488156891,0.708920637,0.95624596,1.109033076,-1.285243031,-0.45276204,0.021859024,-0.699192747,-0.108946013,-1.237356899,0.444904122,0.274213208,-1.196385313,1.566456731,-0.563329113,-0.297635689,-0.920482417,0.771054027,0.643469257,-0.384598208,0.569001155,-1.594010156,0.381461299,0.767351611,1.600576182,0.221557836,1.688956815,-1.339113451,0.598326906,-1.226628319,-0.789795887,-0.140620367,-1.289995489,-1.153173796,0.0148132
Oppose discrimination,0.947501546,1.290457177,0.995269985,0.394060903,1.754983797,0.114092095,0.186182322,0.876093076,0.703020819,0.908429256,2.288811247,1.908460425,0.569288363,0.557664367,0.968515766,0.958177283,0.521370315,0.793525254,1.296856275,0.5574134,-0.04262167,0.132395419,-0.052935077,1.398449536,-0.146839672,0.617830403,1.175554511,0.088315987,0.371658905,1.053078317,1.450037177,1.299266588,1.024349296,0.187625262,0.835839932,1.006851879,0.204195609,2.166846294,0.233232669,1.62544104
Pay attention in class,-1.400585448,-0.750100619,-1.24916088,-0.080424972,-0.996516597,0.980230224,-1.295119506,-0.281670806,-0.326996855,-0.046833513,-1.471589951,-1.091981917,-1.435592855,-0.52625495,-0.875909119,-2.012498665,1.329780016,0.692911798,-0.617466487,-0.963328927,-1.624198999,1.753388587,0.84193481,-1.396524011,0.994401302,-0.713050501,-0.259834486,0.054621124,-0.997071737,-1.6458877,-0.922031521,-0.945862291,0.598659946,-0.999559178,0.285013813,-0.974475133,1.690471367,0.857405333,0.925737811,-1.045970675
Persevere,-1.110203688,-0.118069443,-1.222335013,1.323796737,1.469454173,-0.413161141,-1.133889375,-1.68701804,-0.29974771,0.496579439,0.726608451,-0.420479723,-2.020456293,-0.412443422,0.08200187,-0.154392473,0.579040306,0.575529433,-2.014922104,0.636670329,-1.937571995,2.157430456,1.490493975,-0.710433925,-1.145425524,-0.254282681,0.660286666,0.034404206,-0.332420643,-0.922116536,-0.480603604,0.567996039,0.787855213,0.360890018,1.843601353,-0.314032796,1.494282967,1.763307885,-0.068342151,0.717679778
Practice self-discipline,-1.420156633,-0.063895342,-1.309722307,-0.099077979,0.87258904,0.58994323,-1.858966924,-1.308391083,-1.74097975,-0.212717467,-0.391014894,-1.024637901,-0.740543043,-1.638750322,-0.803971139,-1.102214318,0.806777925,-0.279176791,-1.231790065,-0.055026507,1.790116444,2.423658138,2.489913017,-1.473721927,1.585401092,-1.189574411,-1.952857405,-0.738127118,-0.606883653,-1.306712826,-0.6190735,-0.743509116,0.040211417,-0.96513958,-0.030231714,-0.696955928,2.364429866,0.036103598,0.371835238,-0.351828037
Praise others' strength,-0.40872591,0.188917128,0.414539644,-1.176159618,0.42056984,-0.840663765,-0.163709455,-0.030525102,-0.28218715,0.785128539,-0.274381396,-1.12691898,1.115841969,-0.864678648,-0.996887525,-0.582598015,-2.04082502,-0.423152274,0.416976813,-0.438802167,-0.301558981,0.441239584,-0.178748467,-0.258664224,0.509373888,0.712208381,0.721628076,-1.207813093,-1.054649798,-1.557167363,0.615689905,-0.922341893,-0.531913159,0.334508141,-1.499607172,-1.096235695,-1.379183499,-1.195058732,-1.009677546,-1.150867532
Pray for family's health,0.100023744,-1.671060332,0.433959043,-1.066702735,-1.180435552,-0.883414027,0.353366975,0.306117011,0.567765973,-0.561125772,-0.368561387,-1.058552154,1.497237632,0.647334056,-1.101459024,-0.174203931,-0.992466961,0.051119907,-0.547274653,-0.541375845,1.183407267,-0.920482417,-0.947804963,-1.908279731,-0.907666988,0.301111305,-0.795177701,-0.10711422,-0.606883653,0.009234745,1.546172328,-0.44027093,-0.223156995,-0.235910809,-0.798429296,-0.581322927,-0.256820108,-1.109376489,-2.293598778,0.14331447
Pray to God,-1.79467498,-1.30989966,-1.12333479,-1.586322225,-0.831848,-1.56283784,-1.61685999,-1.193886963,0.274041425,-1.054394672,-0.884992063,-0.983110246,-0.273527945,0.080739867,-0.82406123,-1.969896583,0.418388187,0.25292756,-1.477088566,-1.374474247,1.58834711,-0.298783124,-0.244060045,-1.972550465,1.055539212,0.079897556,0.139760986,-1.762976081,-1.251345037,-0.489855048,0.449374834,-1.643226812,-0.991762766,-0.217575914,-1.108147052,-1.066727396,-0.815814212,0.893876734,-1.321712634,0.772515968
Preserve national secret,-0.536671896,0.477845666,-1.373851484,1.196269753,0.281811183,1.654882802,-1.54088349,0.08569658,-1.953468031,-0.454234335,0.411698005,0.89232483,-0.739630904,2.206426084,1.09213851,0.258520014,1.136688527,-0.187145403,0.218454452,0.794083396,-0.425142698,0.095105995,0.390069818,-0.152438983,0.48797562,-2.139318773,2.071139099,1.420386255,0.265890511,0.86577983,-1.437839234,-0.836813174,1.143253266,-0.449817915,2.534220464,-0.715733937,2.102004611,0.1500693,1.615140332,0.491748086
Promote justice,-0.206873236,1.05570274,-0.08862278,-0.102408873,2.021367119,0.101368803,0.146594567,1.699250473,-0.185301302,0.040602857,2.290575452,2.222132651,0.310240926,-0.043136626,-0.620069538,0.594421045,0.568447859,1.131298998,-0.173525923,-0.008707522,1.016667332,-0.088207556,-0.168116349,1.192783187,0.550132494,-0.517084615,1.033592962,0.143190479,-1.090412569,0.257263572,-0.354481342,-0.305313276,1.06066803,0.36914072,0.268918245,0.904116405,-0.246782921,0.046799023,0.066488919,1.209723434
Protect nature,1.05430863,0.369497464,0.876540686,0.156105524,0.167089459,1.331287066,0.552868905,0.047846607,0.735114256,0.372007581,0.699851354,0.246877395,0.691312273,0.959918869,2.381252677,1.195219637,0.14376918,1.495956231,1.459219205,0.579429213,1.108210826,-0.733304135,-0.634748171,1.54091633,0.306486604,0.525471205,0.975172571,0.798903219,0.578814754,-0.047365151,-0.446108626,0.13251231,-0.932639245,0.691019985,0.48253227,3.203434172,0.404347411,1.266434061,0.119676718,1.938402542
Protect vulnerable groups,1.175301031,0.697551741,1.018742619,1.245250089,1.434491362,-0.188722263,1.011227133,1.357010381,1.776637124,0.538050428,2.835273491,2.160273747,0.79063406,0.676895492,1.447471261,1.706581166,-1.054256238,1.528562444,0.537508246,1.696731756,-0.366293309,-1.394277443,-1.33764927,1.599496426,-0.061246599,0.483833861,1.019133915,1.586052667,1.591124683,1.65310796,0.979504123,1.239931039,0.515887017,1.199940642,1.464908397,0.066333069,0.387007527,1.643893457,0.920153092,1.214354869
Protect wildlife,0.877409397,0.947354539,0.382746024,-0.407435507,0.458446219,0.247686665,0.599334533,0.573293292,0.53952595,-0.870533146,1.084741898,0.640067392,0.918333501,-0.976081467,1.254104136,-0.515690899,-0.333381345,1.508998716,0.0206411,0.393945984,0.271241738,-1.104736038,-0.637701537,0.12749577,0.699580717,0.268076718,-1.113706915,-0.464279773,-0.783031554,-0.571904682,-0.82016354,-1.112643293,0.279392933,0.778008875,-0.009177409,3.139836021,-1.716072671,-0.246148685,-1.570631533,0.292328786
Provide wise advice,0.83735674,-1.138348341,0.624178826,0.830074949,-1.019148774,-0.349035747,0.695064923,-0.193884313,1.089958675,1.108634028,-1.317222086,0.043176554,0.047544934,0.086159464,-0.935406696,0.097942935,-0.208331618,0.486095251,0.448173184,0.027382686,-0.647929671,-0.757537038,-0.563023569,0.4255513,-0.925329051,0.722302283,0.034604283,0.526349212,-0.276094279,0.077154619,1.173538372,0.779679619,-0.897165133,0.983359697,-1.411280257,-0.098777515,-0.592448198,0.182096158,0.423113111,-0.397569773
Read religious scripts,-1.565802657,-2.537845944,-1.535303461,-0.612618587,-0.772536089,0.140811009,-1.698194833,-1.955975496,-1.335215212,-1.087898327,-0.78619663,-1.710190285,-0.230961465,-0.444961002,-1.226944823,-1.519297639,0.078547166,0.782345981,-1.58739002,-1.240728179,2.429052667,0.588642481,-0.114955762,-1.880161285,0.452311839,-1.126395765,-0.988570438,-1.25947855,-1.650457558,-1.659896174,1.294809778,-1.510351838,-1.305117427,-0.229493596,-1.51143046,-1.36584837,-0.104949749,-0.344974418,-0.643568197,-0.693240584
Read widely,-2.009242783,-2.297072163,-2.036691688,-0.248968217,-1.078460686,-1.800763407,-1.588068895,-1.421622935,-2.217308957,-1.699952916,-1.546568629,-1.48559488,-1.482415983,-1.816118938,-0.586070922,-2.035438247,-0.755608068,-0.194243354,-2.780651209,-1.607999127,-0.30744392,1.869643848,0.930535789,-1.209335498,-0.926687671,-1.341179567,-0.175709123,-1.753348977,-1.629536337,-1.81732474,-1.144477928,-1.313330324,-0.603236772,0.800010749,-1.403232473,-0.346880192,-0.144866869,0.058563991,-1.393516162,-1.746984678
Recognize and fix one's error,-0.294130809,0.513961733,-0.194010115,0.528712299,2.072562664,1.521288232,-0.368046253,1.871770014,0.114439291,1.469002618,-0.483635613,0.011200259,-1.356419202,-0.672584058,-0.376129472,0.05206377,1.33286948,-0.676549126,-0.151647949,0.180942987,2.3584334,2.073200229,2.22411008,-0.74417606,1.479428716,-0.694881478,-0.7824633,0.081577015,-0.619685099,-0.22636232,0.140305994,1.600755323,-0.571985768,-0.999559178,-0.397259448,-0.074316688,0.281481948,0.972702021,-0.129774059,-0.158958241
Recycle,0.531398947,0.152801061,-0.360429845,-1.090666668,-1.243909703,-0.76127042,-0.443622877,-0.941977898,-0.936166625,-0.848288172,-0.926156827,-1.067703619,-0.944862148,-0.244435928,-0.580404487,-0.754644885,-0.508450962,-1.454129659,-0.497644063,-0.934157974,-1.44659995,-1.208770396,-0.198493828,0.403681397,-0.754142905,-1.044130468,0.566229837,-1.582200464,0.203305662,-0.203014864,-1.637263323,-0.095564274,-0.321696196,-1.105799708,-0.157316252,2.464173613,-0.784673196,-1.28656404,0.101060988,0.359186124
Reflect on oneself,-0.564486241,-1.198541786,-0.529333451,0.833572388,-0.510315006,-1.684981447,-0.223763607,-1.27690245,0.062418197,1.316118973,0.944968813,-0.094418412,-0.50977191,0.460111628,0.028994938,0.451421049,-0.925528578,0.569431648,-0.176012056,-0.379259399,-0.623759386,0.871603399,0.463165625,-0.328534302,-0.58907055,-0.025105237,0.402652743,-0.125493237,0.524764203,-0.453469401,0.412835917,1.105077519,0.088585206,0.668332868,0.846082566,0.659508131,1.764514923,2.312090174,0.036752104,0.162177042
Rescue,1.588344052,1.886372286,1.397657989,1.278912938,2.009920961,0.880034296,0.941948561,-0.032306277,1.498695847,-0.550205511,0.80687974,-0.020776036,-0.401227386,0.498048805,0.831671339,1.130224153,0.253616783,1.352488896,-0.062312886,1.775988685,-0.689964949,-0.473009337,-0.106095664,1.263480995,-0.042225916,0.876738975,2.044148878,1.368720798,-0.25919637,2.187764722,-0.15074538,1.543023438,2.124046785,0.5469892,1.60574462,-0.074316688,-0.47949124,0.264450935,0.42869783,2.507266267
Show filial respect to the elders,-0.506076117,0.423671565,0.722540338,-0.841312229,0.604124598,1.457162839,0.261758946,1.337417453,0.287017208,-0.174583225,0.319077286,-0.724254525,1.309945119,0.396883002,-1.195212782,-0.917133595,1.542953021,-2.006882595,1.494669627,-1.382730177,2.005337066,-0.032555442,0.618660343,-0.483611793,1.947337516,0.336210553,-0.088078538,0.263529277,-0.488256917,-0.319752148,-0.378735623,-1.072017152,-1.129717648,-1.44448596,-0.418124073,-0.628762107,-0.764856186,-0.394387284,-0.578413143,-1.649415781
Respect others' opinion,-0.004659336,1.489095547,0.291700658,-1.119164318,-1.031635492,-1.639177594,1.058748798,0.722148648,0.572720363,0.900109058,-0.346107879,0.598401311,-0.434064385,0.174351081,-1.06359693,-0.382745591,-1.911950244,-1.005829526,1.616490166,-1.320435432,-1.362529394,-0.509358691,-0.175710719,0.591705754,1.349001176,0.375439124,0.503029596,-0.554336953,-1.129182663,-0.971358445,0.615689905,2.090601624,0.158458458,0.347472208,-0.62202837,-0.8259312,0.640349986,-0.600274228,0.473375581,-0.27637775
Respect privacy,0.28162613,0.875122405,0.409571891,-0.830625611,0.001016107,0.826596468,-0.070778199,1.83970886,-0.71938454,0.313535076,-0.261345887,-0.217963188,0.931954775,-0.407023825,-0.750964207,-1.192408586,1.456448033,-1.632376954,1.252188744,-0.993050276,0.510562586,-0.443177798,0.7143494,-0.496733734,2.335359447,-0.345127794,-1.106345945,-1.239261632,-0.873153737,0.310629188,-0.383586479,0.304995228,-0.654758697,-0.916135407,-0.941826179,-0.558641069,-0.039553615,-1.720299201,0.445451987,-0.807359143
Respect teacher and elder,-0.234886254,1.118905858,0.428200965,-0.344384456,-0.689499412,1.542663363,0.471694012,0.322147588,1.149906794,0.597635181,-0.740915389,-0.595461115,1.197569611,0.627215857,-1.15554773,-0.085573725,1.221648782,-0.23217303,1.601020892,-0.85435065,0.251625275,-0.727454814,1.628711502,-0.221172962,1.468016307,0.498974713,-0.247566204,1.386691392,-0.952949419,-0.300295934,-0.176616613,-0.312949769,-1.371138692,0.042168429,-0.856281213,-0.844832748,1.112805523,-1.238523753,0.720033999,-0.754622536
Return lost property,0.566166878,-0.250495023,0.867847118,-0.755819279,-0.739758453,1.501249047,0.49688622,1.374822133,0.041774905,1.884665858,-0.025677613,1.678408747,-1.441977827,0.446562637,-0.13417266,0.502253079,1.252543421,-0.581525307,0.872514729,-0.383762633,0.54587222,-0.220757355,1.081157453,0.163112469,0.766153107,0.298358422,-0.867114446,-0.028492872,2.66601946,-1.113565682,-0.293845639,-0.938378528,0.348370374,-0.401688816,-0.063425436,-0.249619284,-0.110894852,0.415434694,-0.113019902,0.41682176
Save lives,0.753913706,0.667455018,0.648024041,1.196269753,0.560421084,1.04034778,1.067909601,0.421893399,0.71694816,-0.066536205,0.178431009,-0.209080884,-0.580006603,-0.798439135,1.217744505,0.169310526,0.35659891,-0.143670453,-0.292031618,0.964705952,0.692995692,-1.008222237,0.850794908,0.103751305,-0.156350013,0.575940712,-1.094077663,-1.282690567,0.960582332,1.379423881,1.327148819,-0.024290341,0.867343502,0.248945299,0.211292135,-0.05800947,0.047641229,0.543542125,0.392707419,1.125740079
Serve the country loyally,1.042626606,-2.086395104,-0.037525891,0.208113736,1.977663605,1.093785608,-0.408353786,0.180162479,1.389699268,-0.636007556,-0.100803308,1.220970084,0.959683796,2.297354871,0.034403808,1.296536127,0.453696345,1.061827802,0.907610647,2.003852356,0.453394609,0.242696906,-0.054200805,1.544665456,-0.322101679,-0.458684185,1.808597863,1.220463399,-0.405644916,1.650773214,-1.07725892,-2.062012076,0.24391882,-0.723619011,0.497832995,-0.979367298,0.63818813,0.849169855,1.981249682,0.598374012
Share food,1.373061023,1.043664051,1.151754209,-0.285608052,-0.575870276,-0.058944681,0.886525703,0.897721632,0.681221503,-0.956335192,-1.076408216,0.203058028,1.112923125,-0.260694718,1.022063586,0.734516353,0.029998449,-0.581525307,-0.700420474,1.072583439,-0.832884893,-1.103482612,-0.54024046,0.543648773,-0.216129303,1.321880028,-0.8781559,0.101793933,1.976960276,0.530095283,0.431357368,0.337068497,0.019249441,0.097784277,-1.123348422,0.150722923,-0.800526804,-0.608509706,-1.12943874,0.458319417
Share joys and sorrows,-0.779769271,0.116684994,0.32909429,-1.356407255,0.097163837,-1.364354479,0.256720504,-1.184726633,-0.119903354,0.038968532,-1.01466107,-0.804195262,0.216837907,-0.331149473,-0.507024142,-0.47554663,-1.126343727,0.944445437,-0.158029024,-0.012245778,-0.019081914,-0.411591463,-0.285069641,-0.243667719,0.155589186,1.135647546,0.034604283,-0.046463466,-0.670378827,-0.894099588,1.49854574,0.022750454,-0.743443978,2.343808893,-0.447334549,-0.52439591,-0.901593555,-0.221442252,-0.649152916,-0.210830313
Speak frankly,-2.28549883,-1.168445064,-2.384789247,-0.814595683,0.797668731,-1.425426282,-2.484191721,-0.751137698,-1.827062276,1.088613551,0.512037118,-0.877474271,-1.090804365,-2.256461161,-1.334040461,-1.648332791,-1.700101295,-0.958825765,-2.860414657,-1.696455521,-1.379343505,-0.065645889,-1.292083053,-2.35817487,-1.96874937,-1.7986496,-1.998863463,-2.440483514,-1.457539762,-1.644720327,-1.646021814,-0.580227016,-1.050886287,-0.997954875,-1.32834337,-0.924330437,-1.218170292,-0.517919451,-0.22471428,-0.691943782
Spend time with family,-0.436540255,-0.280591745,0.702669326,-2.522673586,-1.078460686,-0.295597919,0.160990114,-0.789305738,0.214352822,-1.687241502,-1.653400993,-1.902640208,1.233325455,1.754793035,-1.221656149,-0.544365378,0.109441804,-0.174723989,-0.391292798,-0.416786354,-0.317252152,0.290327094,-0.168116349,-1.020986541,-0.127818989,0.994837621,-0.317086469,-1.469884253,-1.229887374,-1.287374528,1.235521535,0.360588895,-1.169133329,1.953071912,-1.263141414,-1.487608932,-1.901031432,-0.032941317,-2.064568892,-1.485154219
Sponsor child education,0.523307501,0.893180438,0.66970151,0.373076269,-1.19500339,-1.34654187,0.188472523,-1.973787248,0.592537923,-0.217917591,0.22084319,-0.569217943,-1.405796319,-0.347900954,1.408256949,0.94149395,-0.199504579,0.665979914,-0.535672697,0.629465154,-2.416213692,-1.11351002,-1.84267485,0.985364,-1.906252841,0.239171455,-0.862095603,-0.444062855,1.774185366,-0.453469401,-1.073290038,-0.551069498,0.1208344,0.096617511,-0.468388853,-0.447900232,-0.883758246,-1.027021711,-0.328793132,0.034854683
Step up to help,1.492763849,0.261149262,1.145250969,0.390563464,0.936271304,1.264786658,0.793085514,1.038180019,0.810531081,0.192892201,0.922515305,0.302862828,-0.345039632,0.021616996,-0.133271181,1.301228314,-0.730892357,0.025712469,0.821756171,1.129324195,-1.655094928,-0.780098706,-0.380758699,0.959801776,-1.385086129,1.234338373,1.065139973,1.38158611,0.217529491,1.168117605,0.915561018,-0.072886205,0.42182687,1.315888017,0.629849172,0.112475084,-0.727023712,0.417930293,-0.272945943,1.279784414
Stop bullying,1.109142625,0.893180438,1.399574123,0.850226859,1.923970717,-0.509349231,1.334227228,0.022910154,1.566429436,1.290861229,2.343501577,1.712034613,-0.150936482,0.870452513,0.178897924,1.667665803,0.097083949,0.755994838,1.285005705,1.491512921,0.840119165,0.104318676,0.342225289,0.855361834,-0.095483828,1.260884023,1.611954829,1.433222394,-1.283531531,1.67145239,0.80279436,1.444970871,0.756604209,0.194959219,1.663867506,-0.493645156,-0.229796913,0.940936607,1.646166548,2.276806061
Take the initiative to clean,-0.214025496,0.983470606,-0.117009941,0.298593775,-0.76525217,0.550501024,-0.354050582,-1.270223043,-0.70000737,-1.407590392,-0.308685366,-1.115075907,-0.750272524,-1.195876218,-0.044926294,-0.512504846,0.809720272,-1.677715116,-1.227922746,-0.625936583,-0.091662827,1.360752894,1.816545577,-0.371138008,0.747132424,-0.695890869,-0.202582503,-0.616281046,0.372284754,-0.291216367,-0.920414569,-1.22169241,0.203846212,-1.932907186,-0.498105139,1.018266932,1.507494307,0.433735755,0.554043743,-0.245988051
Take the less share,1.097699008,-0.957768005,0.592881982,-0.72803407,-0.46224114,-0.215441177,0.513681026,0.466422779,0.22343587,0.113330304,-0.38484018,-0.026105419,0.916630842,-0.743038814,0.129599932,0.935237701,-0.687639864,-1.257871314,-0.177172252,1.627381943,0.698880631,1.162460901,-0.402022933,0.031893053,-0.443562325,0.540612057,-1.319814053,-0.032985521,0.298434632,-0.796040269,0.082095719,0.516678808,0.084285314,-0.608109174,-0.534965977,0.468713678,-0.075224234,0.206802591,-1.369581653,-1.637312297
Treat disabled people kindly,1.349140686,1.326573244,1.194476886,-1.624997607,-0.772536089,1.467850404,0.905559816,1.909174693,0.571619387,-0.98175802,-0.823244917,1.330518502,1.080086126,-0.750264943,-0.560571961,1.284429125,1.777752272,0.092336418,0.112103188,-0.769039372,-0.219169837,-0.938030381,0.204007762,0.747351294,-1.173956549,1.186621748,-0.259834486,0.229834414,-0.22227131,0.819084916,1.321758979,-0.701392702,-0.630452361,0.163382456,-0.824984275,-0.395025313,-0.652559795,0.946165482,-0.966240844,-1.110522587
Uphold academic integrity,0.587027637,-0.701945862,-0.914955288,1.910492109,0.204549614,1.093785608,-0.651458592,0.241231343,-0.158052157,1.632026503,-0.09771595,1.087735521,-0.609195046,0.080739867,0.131087371,0.007618329,-0.075926026,0.403648113,0.569413625,0.390230815,0.789676831,1.092519731,0.796368592,0.713765373,0.101787826,-1.145700351,0.283036994,0.836341956,0.288577518,-0.722495779,-1.239762604,-1.133490919,0.264612053,-0.420405688,1.269302531,-0.276118513,0.832890255,0.460043532,1.771822723,-0.892948062
Bravely help defend justice,0.180242843,0.532019766,-0.138122892,0.13117008,2.37411691,1.207340993,-0.034249497,0.66680499,0.441429029,1.203016278,3.406434592,1.840510798,0.128725293,1.212080655,0.354203285,1.262126753,0.596032357,0.780948572,-0.738706929,0.96608194,-0.101471059,-0.17469395,-0.394048845,0.861387215,-0.803053232,-0.39055035,1.396383587,1.703984689,0.154802404,0.479898251,-0.633405575,-0.347695811,1.181026626,-0.02735138,1.253654061,0.794042682,0.119477891,0.892406113,0.619974452,1.720107572
Use eco-friendly package,-0.15144322,-0.476220443,-0.518156007,-1.391673097,-0.411982099,-0.549427602,-1.142706648,-1.296940671,-1.357014528,-0.656028034,0.674123376,-0.264595285,-0.784325708,-0.630582185,1.774707934,-1.504960399,-0.647476834,-0.057496892,-0.076670307,-0.594288851,0.045652413,-0.451074382,-0.912364572,0.376344019,-0.631867086,-1.020788321,-0.637084158,0.246681846,0.542046156,-0.955970348,-1.294334737,0.414044345,0.353297334,-0.925761227,0.604242586,2.76313928,0.4315958,-0.353209896,-1.174116492,0.040749237
Use the Internet ethically,-0.419295361,0.243091229,-0.971960255,-1.356407255,0.778938654,1.610351279,-0.317661837,0.510952159,-0.997325817,0.599541894,-0.557732189,0.517491595,-0.545953419,-0.846011149,-0.649818326,-0.487016421,1.159859506,-1.151668222,0.837418812,-1.077260763,-0.533033245,-0.30630368,1.391260879,0.768596343,0.547415254,0.027337169,-0.480663562,-0.855140189,-0.670378827,-0.954802975,-0.718295559,-0.631544248,-1.127746864,-1.269082132,-0.653894344,-0.62223922,0.495505658,0.256215457,0.27791042,-1.492070495
Value collective interest,0.421810428,1.374728001,0.333565268,-0.234312282,-0.328217031,-1.070446425,0.176105439,-0.967423259,-0.310647368,0.13621085,1.066217754,1.071747374,-0.171368393,-0.049330451,0.641279093,-0.114248204,-0.003838536,0.357533613,0.582175777,0.473202913,0.22220058,-0.288755716,-0.150396153,0.605509355,-0.774522208,0.4951895,-0.546912285,0.317441059,1.695328456,1.011052895,0.601137336,0.766850311,-0.583810472,0.56624084,-0.447334549,1.319950469,-0.330863664,0.149154247,-0.409010004,0.541314733
Value mental health,1.333008366,0.477845666,0.874553584,0.727483409,0.400174867,0.550501024,0.997371418,0.279399383,0.572224924,0.588101621,-0.187249312,0.432221475,0.407535738,0.530566384,0.087951628,0.723046562,-0.549643813,1.145672349,0.831037736,0.488063587,0.830310933,-0.859064543,-0.088375468,1.032909736,0.766153107,0.98575311,0.792784112,0.674606611,-0.095849915,0.642163076,1.26570464,1.017021815,-0.849866316,0.392976084,-0.103068225,-0.710298198,0.156634785,-0.064968175,-0.330823939,1.251962121
Value relationship,-0.497731814,-0.063895342,0.548668979,0.156105524,-0.306365274,0.025029049,0.592056784,0.074564235,0.577674753,1.280873689,0.939979144,0.365308117,2.025061987,0.56850356,0.087290544,0.309496864,0.408089974,0.278657632,0.686400016,0.419814565,-0.062238133,0.457032751,1.143178138,0.003774607,1.213139156,0.086386492,0.157287103,0.229834414,-1.154785556,0.507785491,0.448604857,-0.330768252,0.315523973,1.240048225,-0.136451626,0.289877852,0.470404111,0.662499026,0.380296933,0.151697835
Value science,-0.088860944,0.857064371,-0.390733139,1.958581893,0.473014057,1.080426151,-0.756006255,1.121004666,-0.844730606,0.874108438,0.065913987,-0.052752331,-0.260758001,0.048222288,1.06371189,0.528060109,0.433835506,1.19038944,0.403505652,-0.259923682,1.031379679,0.94398875,-1.08513648,-0.119946556,1.921659594,-1.13093802,-0.488024531,0.9980773,0.292801996,-0.095616562,-0.475752747,0.773264965,0.923839311,1.021862976,1.104993603,2.009745799,-0.580557992,1.499772597,0.635332429,-0.226391935
Volunteer,1.010311394,1.25434111,1.080218564,-0.670326329,0.376866326,0.505969501,0.967140769,-0.54350356,1.236608618,-1.003136307,-0.542576071,-1.228123415,0.227053862,-1.215036408,0.256167504,1.28558769,-0.471377396,0.86923942,-0.912736271,1.408524741,0.016227719,1.157196512,-0.837939749,1.425034249,-0.038421779,0.647974463,-1.758795489,-0.137745915,1.856114622,0.718148436,1.140464352,0.253677996,-0.422027019,0.39414285,-1.071566215,0.597244207,-0.327080417,-0.076198372,-0.94311221,-0.177349249
Yield to pedestrian when driving,0.021283862,0.495903699,0.490049492,0.63130384,-0.843554299,0.232100632,0.171066997,0.205925906,0.065390831,-0.018232831,-1.033185214,1.498097973,-1.090804365,-0.466639388,-0.935406696,0.247050222,0.874084102,-1.693862955,1.11818615,-0.735465256,-0.476635914,-1.326279083,0.217297909,-0.114322867,0.730489327,0.490647245,0.763340235,-0.187981893,0.095659722,1.935612188,-0.461200179,-0.631544248,-0.849866316,-0.441261631,0.34760769,-0.480366421,0.388493803,0.709166733,1.043016908,1.340144644
