"","anger","betrayal","callousness","challenging authority","contempt","deception","desire","disgust","harm to others","harm to the self","hedonism","irresponsibility","norm violation","self-indulgence","sense of dirtiness","unjust-gain","harm to society","disrupting social order","psychological harm","self-interest","fairness violation","strategy","shame","guilt","autonomy violation","injustice","hate","impulsivity"
"Refuse to correct mistakes",57.1111111111111,54,55.3333333333333,61.8888888888889,65.8888888888889,65.4444444444444,59.3333333333333,75.6666666666667,54.6666666666667,55.2222222222222,44.6666666666667,33.5,33.6111111111111,57.4444444444444,55.8888888888889,47.5555555555556,46,51.4444444444444,53.8888888888889,68.7777777777778,55.6666666666667,31.4444444444444,54.7777777777778,55,33.7857142857143,44.3,30.0555555555556,48.8333333333333
"Rob",72.7252747252747,51.6263736263736,67.2747252747253,67.1978021978022,57.8791208791209,47.7582417582418,62.1538461538462,69.5824175824176,73.4835164835165,52.3296703296703,44.6043956043956,53.9,59.9,59.0879120879121,60.7692307692308,74.1318681318681,71.7362637362637,67.956043956044,65.2087912087912,70.5604395604396,58.7142857142857,64.2307692307692,57.4835164835165,64.7802197802198,67,79.5,51.4,39.1
"Self-harm",42.247311827957,39.8924731182796,59.2365591397849,40.741935483871,50.9677419354839,36.2688172043011,52.4731182795699,53.3870967741936,35.6559139784946,74.0967741935484,37.5483870967742,25.6153846153846,21.3076923076923,49.3225806451613,42.4838709677419,34,41.0215053763441,37.4301075268817,52.8279569892473,38.7956989247312,41.0537634408602,43.247311827957,49.5483870967742,48.9677419354839,38.2,40.0833333333333,21.1538461538462,46.6153846153846
"Sell inferior goods",57.1428571428571,42.0714285714286,48.3571428571429,41.7857142857143,51.7142857142857,77,47.7142857142857,62.2857142857143,57.2142857142857,36.5714285714286,39.8571428571429,66.25,51,47,51.5714285714286,63.4285714285714,61.1428571428571,52,43,80.5714285714286,72.0714285714286,52.3571428571429,54.2142857142857,57.5714285714286,36.5333333333333,47.5,33.8333333333333,35.75
"Sexism",71.5333333333333,57.4,63,71.6666666666667,71.7333333333333,48.4,63.2,79.2,72,43.9333333333333,46.4666666666667,41.8125,44,59.2,75,44.1333333333333,67.2666666666667,66.1333333333333,71.4666666666667,55.9333333333333,77.2666666666667,44.5333333333333,77.6666666666667,67.6,36.2666666666667,54.3636363636364,63.3125,36.8125
"Sexual harassment",93.1333333333333,60.8666666666667,82.9333333333333,79,79.4,38.3333333333333,94.2666666666667,93.3333333333333,90.1333333333333,50.8666666666667,83.5333333333333,56.4,87.8666666666667,83.9333333333333,94.2,50.0666666666667,84,70.4,93.2,87.6,70.9333333333333,56.9333333333333,90.4,86.4666666666667,73,66.4444444444444,46.5333333333333,67.6666666666667
"Skip school",43.2,53.4666666666667,45,72.8666666666667,64.2,51.7333333333333,57.5333333333333,49.7333333333333,41.6666666666667,43.4666666666667,66.9333333333333,45.8823529411765,38.1176470588235,53.6,38.5333333333333,38.0666666666667,40.6,38.9333333333333,43.2,52.3333333333333,44.9333333333333,41.8,46.8,41.2666666666667,34.4285714285714,30,36.2352941176471,47.4705882352941
"Smoke in public",55.6875,35.875,49.375,49.4375,62.1875,29.875,49.4375,57.4375,47.875,56.5625,49.6875,53.5625,43.375,54.3125,39.625,34.0625,52.6875,52.25,44.125,45.9375,44.5625,23.6875,42.5625,48.6875,39.4285714285714,45.2,32.0625,38.3125
"Smuggle",71,71.3333333333333,64.5833333333333,79.5,62.4166666666667,63.9166666666667,60.9166666666667,78,61.8333333333333,55.5833333333333,58.5833333333333,71.0666666666667,75.2666666666667,59,73.0833333333333,73.75,67.0833333333333,78.5,54.1666666666667,80.4166666666667,70.25,81.75,62.5833333333333,62.6666666666667,43.1428571428571,68.4,48.1333333333333,43.6
"Solicit prostitution",63.8,70.2,35.4,55.8,64.7333333333333,47.1333333333333,70.6666666666667,73.6666666666667,48.6,47.9333333333333,83.5333333333333,75.9285714285714,85.4285714285714,79.3333333333333,77.7333333333333,56.5333333333333,56.7333333333333,61.5333333333333,51.8,51.8,53.8666666666667,55,82,59.4666666666667,40.6,49.3,39.2142857142857,57.2142857142857
"Spread rumors",65.8461538461538,47,44.3846153846154,49.6923076923077,59.7692307692308,71.6153846153846,36.7692307692308,66.4615384615385,60.4615384615385,39.9230769230769,50.0769230769231,64.5,69.2857142857143,42.6153846153846,47.1538461538462,33.5384615384615,55.3846153846154,69.0769230769231,67.6923076923077,44.7692307692308,61.8461538461538,33.0769230769231,42.5384615384615,56.3846153846154,38.6428571428571,60.9,43.6428571428571,38
"Spread STDs",85.5714285714286,48.2380952380952,70.7142857142857,56.8571428571429,76.2857142857143,68.2380952380952,72,84.7619047619048,86.7142857142857,47.4761904761905,73.2380952380952,88.1,74.3,78.6190476190476,86.6190476190476,33.5714285714286,79.4761904761905,71.7142857142857,82.0952380952381,45.1904761904762,58.6666666666667,44.0476190476191,77.9523809523809,77.0476190476191,49.7142857142857,62.3,75,42.5
"Stay out all night",54.7272727272727,30.4545454545455,49.7272727272727,43.5454545454545,48.0909090909091,42.5454545454545,51.1818181818182,45.8181818181818,39.0909090909091,64,51.0909090909091,28.65,23.65,67.5454545454545,44.9090909090909,29.5454545454545,30.4545454545455,34.0909090909091,47.3636363636364,49.6363636363636,30.8181818181818,41.2727272727273,29.0909090909091,42.6363636363636,29.0714285714286,47.4444444444444,13.9,28
"Take bribes",79.5,71.0833333333333,48.6666666666667,53.8333333333333,76,73.6666666666667,66,88.4166666666667,82.1666666666667,67.25,72.8333333333333,73.5294117647059,80.8235294117647,65.5833333333333,75.5833333333333,86.8333333333333,72.3333333333333,71,57.75,81.3333333333333,80.75,75,66.75,60.5833333333333,41.0714285714286,72.625,42.1764705882353,48.7058823529412
"Theft",69.178947368421,49.8631578947368,56.3263157894737,63.3157894736842,62.2526315789474,49.2105263157895,62.9052631578947,70.6105263157895,62.2210526315789,46.8947368421053,45.4210526315789,70.6842105263158,80.3157894736842,55.5789473684211,58.0105263157895,73.4,68.6631578947368,67.6105263157895,57.1052631578947,74.1368421052632,60.6736842105263,64.9473684210526,62.0315789473684,61.7052631578947,50.4,75,36.7368421052632,59.2105263157895
"Torture for confession",75.6153846153846,70.6923076923077,74.5384615384615,81.0769230769231,65.1538461538462,45.1538461538462,58.8461538461538,80.0769230769231,79.6923076923077,54.4615384615385,58.1538461538462,75,75.25,59.8461538461538,72.6923076923077,59.3076923076923,74.2307692307692,75.3076923076923,79.5384615384615,64.4615384615385,81.6153846153846,59.6923076923077,61.4615384615385,72.7692307692308,66.5714285714286,73.125,54.05,53.85
"Trade personal information",86.2727272727273,67.2727272727273,73.2727272727273,66.5454545454545,75,80.4545454545455,71.1818181818182,79.4545454545455,80.3636363636364,60.5454545454545,54.7272727272727,70,74.6666666666667,64,77.2727272727273,87,82,72.6363636363636,66.2727272727273,81.7272727272727,83.8181818181818,82,70,80.4545454545455,60.3333333333333,73.4444444444444,55.5,47.0833333333333
"Unfair competition",75.9333333333333,55.9333333333333,49.3333333333333,57.9333333333333,61.9333333333333,60.1333333333333,65.6,70.4666666666667,63.3333333333333,26.4,44.4,55.8823529411765,61.4705882352941,55,61.1333333333333,77.6666666666667,73.2666666666667,74.2666666666667,54.7333333333333,82.0666666666667,81,66.7333333333333,67.4666666666667,54,46.5714285714286,63,58.2352941176471,37.3529411764706
"Urinate in public",33.7857142857143,20.7142857142857,52.7857142857143,24.5714285714286,37.7857142857143,19.7142857142857,31,57.9285714285714,28.7857142857143,17.3571428571429,25.0714285714286,26.4375,35.4375,45.2857142857143,48.6428571428571,17.0714285714286,34.7857142857143,36,25.9285714285714,33.9285714285714,28.7142857142857,16.4285714285714,42.2857142857143,42.2857142857143,31.2,37.2727272727273,16.8125,40.125
"Usury",69.0833333333333,68.6666666666667,65.5833333333333,72.4166666666667,66.5,77.75,63.0833333333333,78.5833333333333,75.3333333333333,67.25,50.25,67.8571428571429,76.6428571428571,70.1666666666667,72.25,76.9166666666667,79.4166666666667,74.9166666666667,75.1666666666667,65,66.6666666666667,73.5,71.9166666666667,61.1666666666667,43.2857142857143,79.8,53.9285714285714,48.7142857142857
"Vanity",43.9473684210526,23.8947368421053,60.5789473684211,26.6842105263158,59.8421052631579,36.3157894736842,44.0526315789474,53.4210526315789,33.2105263157895,27.2631578947368,40.4210526315789,14.8947368421053,25.0526315789474,29.5263157894737,28.0526315789474,27.9473684210526,21.6315789473684,28.8947368421053,39.0526315789474,37.8421052631579,27.8947368421053,29.1578947368421,38.2105263157895,34.4210526315789,29.4666666666667,30,16.7368421052632,35.4210526315789
"Voyeurism",75.6428571428571,62.0714285714286,52.1428571428571,66.0714285714286,69.5,71.9285714285714,78.7142857142857,77.8571428571429,67.9285714285714,37.1428571428571,74.2857142857143,60.3888888888889,72.8888888888889,68.3571428571429,78.4285714285714,69.6428571428571,57.7857142857143,69.0714285714286,63.3571428571429,69.2857142857143,66.1428571428571,62.5714285714286,79.7857142857143,46,39.2,61.1,47.8333333333333,61.6666666666667
"Wage arrears",82.8181818181818,61.6363636363636,88.6363636363636,63.6363636363636,82,79.9090909090909,56.8181818181818,79.7272727272727,77.0909090909091,50.2727272727273,40.0909090909091,74.6666666666667,71.6666666666667,55.6363636363636,71,75,77.8181818181818,75.1818181818182,67.1818181818182,74.5454545454545,83.4545454545455,60.1818181818182,72.1818181818182,79.6363636363636,36.0714285714286,58,57,40.3333333333333
"Watch porn",41.4,26.5333333333333,29.4666666666667,44.2,39.3333333333333,34.0666666666667,65.8,43.8,33.4,49.9333333333333,62.4666666666667,27.75,36.4375,62.1333333333333,56.7333333333333,37.6666666666667,43.3333333333333,35.3333333333333,51.1333333333333,46.7333333333333,35.0666666666667,27.8,57.6,48.4,33.2857142857143,50.3,21.625,48.625
"Wiretap",67.4615384615385,58.3846153846154,48.4615384615385,62.1538461538462,62.6153846153846,61.6923076923077,57.6923076923077,69.3846153846154,59.4615384615385,43.7692307692308,43.7692307692308,62.7142857142857,63.5,53.6923076923077,57.8461538461538,52.8461538461538,56.2307692307692,47.3846153846154,59.9230769230769,61.6153846153846,50.8461538461538,58.9230769230769,72,62.3076923076923,41.5333333333333,46.0909090909091,46.2142857142857,42.3571428571429
"Sabotage others",58.7142857142857,42.7142857142857,34.8571428571429,29.2857142857143,46.5714285714286,31,38,49.5714285714286,60.8571428571429,42.2857142857143,36.5714285714286,39,48,35.2857142857143,50.2857142857143,31.5714285714286,43.5714285714286,34.4285714285714,60.5714285714286,42.7142857142857,39.5714285714286,24.7142857142857,43.5714285714286,31.4285714285714,28,47.1428571428571,47.8571428571429,41.7142857142857
"Blame fate and others",32.2857142857143,44.7142857142857,56.7142857142857,25.7142857142857,45.7142857142857,25.2857142857143,39.8571428571429,38.2857142857143,39.7142857142857,47.5714285714286,32.5714285714286,35.5714285714286,24,44.8571428571429,29.2857142857143,23,24.2857142857143,37.1428571428571,44.7142857142857,27.8571428571429,29,16.7142857142857,29.4285714285714,23.2857142857143,42.8571428571429,37.5714285714286,38.2857142857143,41.4285714285714
"Embrace new shun old",32.7142857142857,34.7142857142857,41.4285714285714,26.7142857142857,36.5714285714286,23.2857142857143,54.1428571428571,32.2857142857143,19.8571428571429,29.1428571428571,49.5714285714286,25.5714285714286,10.4285714285714,29.8571428571429,24.2857142857143,26.8571428571429,22,17.7142857142857,27.1428571428571,38.2857142857143,24.8571428571429,26.2857142857143,15.2857142857143,27.7142857142857,19.8571428571429,22.8571428571429,27.5714285714286,37.5714285714286
"Wrath",53.75,28.25,46.375,30.5,44.5,28,30.375,43.375,38.25,36,21,31.125,29.375,36.25,26.25,26.5,38.125,30.625,48.25,30.125,26.75,8.25,25.75,35.375,30.375,32.125,33.375,62.125
"Superstition",44.5,39.8333333333333,35.8333333333333,40,34.6666666666667,39,42.6666666666667,34.3333333333333,39.3333333333333,41,46.5,33.5,29.3333333333333,36,38.6666666666667,23.8333333333333,38.3333333333333,46.6666666666667,49,37.1666666666667,36.1666666666667,25,32,27,31.3333333333333,40.8333333333333,25.1666666666667,36.1666666666667
